learner_id,quiz_question,week_number,step_number,question_number,response,submitted_at,correct
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,1,2016-01-13 13:55:25 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,2,2016-01-13 13:55:45 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,3,2016-01-13 13:56:02 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,4,2016-01-13 13:56:19 UTC,true
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.1,4,10,1,3,2016-01-13 13:56:56 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.2,4,10,2,1,2016-01-13 14:07:41 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.2,4,10,2,2,2016-01-13 14:08:03 UTC,true
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.2,4,10,2,3,2016-01-13 14:08:19 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.2,4,10,2,4,2016-01-13 14:08:37 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.3,4,10,3,1,2016-01-13 14:09:30 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.3,4,10,3,2,2016-01-13 14:09:43 UTC,true
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.3,4,10,3,3,2016-01-13 14:09:55 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.3,4,10,3,4,2016-01-13 14:10:09 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.4,4,10,4,1,2016-01-13 14:10:53 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.4,4,10,4,2,2016-01-13 14:11:06 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.4,4,10,4,3,2016-01-13 14:11:18 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.4,4,10,4,4,2016-01-13 14:11:30 UTC,true
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,1,2016-01-13 14:12:45 UTC,true
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,2,2016-01-13 14:13:02 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,3,2016-01-13 14:13:22 UTC,false
d21ec1bf-de5d-4493-a853-814686b875e6,4.10.5,4,10,5,4,2016-01-13 14:13:44 UTC,false
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.1,2,11,1,1,2016-03-07 05:32:19 UTC,true
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.2,2,11,2,3,2016-03-07 05:32:38 UTC,true
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.3,2,11,3,3,2016-03-07 05:33:32 UTC,true
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.4,2,11,4,1,2016-03-07 05:34:26 UTC,false
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.4,2,11,4,4,2016-03-07 05:35:31 UTC,true
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.5,2,11,5,2,2016-03-07 05:38:30 UTC,false
b3a76c6c-f58c-48ea-9f43-074e73f761fd,2.11.5,2,11,5,4,2016-03-07 05:40:19 UTC,true
7bd5fb47-0917-4c31-8b22-2e16ba364864,2.11.1,2,11,1,1,2016-03-07 07:44:59 UTC,true
7bd5fb47-0917-4c31-8b22-2e16ba364864,2.11.2,2,11,2,3,2016-03-07 07:45:16 UTC,true
7bd5fb47-0917-4c31-8b22-2e16ba364864,2.11.3,2,11,3,3,2016-03-07 07:47:22 UTC,true
7bd5fb47-0917-4c31-8b22-2e16ba364864,2.11.4,2,11,4,4,2016-03-07 07:48:53 UTC,true
7bd5fb47-0917-4c31-8b22-2e16ba364864,2.11.5,2,11,5,4,2016-03-07 07:49:31 UTC,true
59a5b945-d498-4ca6-a97c-830c060958a6,2.11.1,2,11,1,1,2016-03-07 09:28:02 UTC,true
59a5b945-d498-4ca6-a97c-830c060958a6,2.11.2,2,11,2,3,2016-03-07 09:28:33 UTC,true
59a5b945-d498-4ca6-a97c-830c060958a6,2.11.3,2,11,3,3,2016-03-07 09:29:14 UTC,true
59a5b945-d498-4ca6-a97c-830c060958a6,2.11.4,2,11,4,4,2016-03-07 09:29:33 UTC,true
59a5b945-d498-4ca6-a97c-830c060958a6,2.11.5,2,11,5,4,2016-03-07 09:29:56 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.1,2,11,1,1,2016-03-07 09:40:11 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.2,2,11,2,4,2016-03-07 09:40:32 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.2,2,11,2,3,2016-03-07 09:40:36 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.3,2,11,3,3,2016-03-07 09:41:11 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.4,2,11,4,3,2016-03-07 09:41:36 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.4,2,11,4,4,2016-03-07 09:41:40 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.5,2,11,5,3,2016-03-07 09:42:02 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,2.11.5,2,11,5,4,2016-03-07 09:42:06 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.1,3,14,1,1,2016-03-07 09:50:07 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.1,3,14,1,4,2016-03-07 09:50:11 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.1,3,14,1,2,2016-03-07 09:50:14 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.2,3,14,2,2,2016-03-07 09:50:38 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.3,3,14,3,3,2016-03-07 09:51:02 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.4,3,14,4,2,2016-03-07 09:51:49 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.4,3,14,4,1,2016-03-07 09:51:52 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,3.14.5,3,14,5,3,2016-03-07 09:52:18 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.1,4,10,1,3,2016-03-07 09:56:26 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.1,4,10,1,4,2016-03-07 09:56:30 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.2,4,10,2,2,2016-03-07 09:56:56 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.3,4,10,3,2,2016-03-07 09:57:28 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.4,4,10,4,3,2016-03-07 09:58:04 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.4,4,10,4,1,2016-03-07 09:58:57 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.4,4,10,4,4,2016-03-07 09:59:01 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,4.10.5,4,10,5,1,2016-03-07 09:59:25 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.1,6,10,1,1,2016-03-07 10:03:02 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.2,6,10,2,3,2016-03-07 10:03:25 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.3,6,10,3,3,2016-03-07 10:03:39 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.3,6,10,3,4,2016-03-07 10:03:45 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.4,6,10,4,2,2016-03-07 10:04:08 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,6.10.5,6,10,5,1,2016-03-07 10:04:41 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.1,7,11,1,2,2016-03-07 10:07:33 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.1,7,11,1,1,2016-03-07 10:07:37 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.1,7,11,1,4,2016-03-07 10:07:43 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.2,7,11,2,2,2016-03-07 10:08:03 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.3,7,11,3,3,2016-03-07 10:08:39 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.3,7,11,3,2,2016-03-07 10:08:57 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.4,7,11,4,4,2016-03-07 10:09:28 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.4,7,11,4,3,2016-03-07 10:09:41 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.4,7,11,4,1,2016-03-07 10:09:44 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.1,2,11,1,3,2016-03-07 10:09:49 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.1,2,11,1,4,2016-03-07 10:09:50 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.1,2,11,1,2,2016-03-07 10:09:52 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.1,2,11,1,1,2016-03-07 10:09:53 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.2,2,11,2,1,2016-03-07 10:09:58 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.2,2,11,2,3,2016-03-07 10:10:00 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.3,2,11,3,2,2016-03-07 10:10:05 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.3,2,11,3,4,2016-03-07 10:10:07 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.3,2,11,3,3,2016-03-07 10:10:08 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.4,2,11,4,3,2016-03-07 10:10:12 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.4,2,11,4,4,2016-03-07 10:10:13 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.5,2,11,5,3,2016-03-07 10:10:18 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,2.11.5,2,11,5,4,2016-03-07 10:10:19 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,7.11.5,7,11,5,3,2016-03-07 10:10:40 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.1,8,11,1,3,2016-03-07 10:12:52 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.2,8,11,2,4,2016-03-07 10:13:22 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.2,8,11,2,2,2016-03-07 10:13:26 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.3,8,11,3,3,2016-03-07 10:13:46 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.4,8,11,4,1,2016-03-07 10:14:09 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.1,3,14,1,2,2016-03-07 10:14:31 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.2,3,14,2,2,2016-03-07 10:14:34 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,8.11.5,8,11,5,3,2016-03-07 10:14:40 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.3,3,14,3,1,2016-03-07 10:14:40 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.3,3,14,3,2,2016-03-07 10:14:43 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.3,3,14,3,4,2016-03-07 10:14:44 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.3,3,14,3,3,2016-03-07 10:14:49 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.4,3,14,4,3,2016-03-07 10:14:52 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.4,3,14,4,4,2016-03-07 10:14:53 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.4,3,14,4,2,2016-03-07 10:14:55 UTC,false
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.4,3,14,4,1,2016-03-07 10:14:57 UTC,true
cbf288cc-b853-4c6d-a087-9419973cb2cb,3.14.5,3,14,5,3,2016-03-07 10:15:01 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.1,9,10,1,3,2016-03-07 10:17:01 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.1,9,10,1,4,2016-03-07 10:17:04 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.1,9,10,1,2,2016-03-07 10:17:09 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.2,9,10,2,4,2016-03-07 10:17:30 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.2,9,10,2,3,2016-03-07 10:17:33 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.2,9,10,2,1,2016-03-07 10:17:36 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.3,9,10,3,3,2016-03-07 10:18:04 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.3,9,10,3,2,2016-03-07 10:18:18 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.3,9,10,3,1,2016-03-07 10:18:27 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.3,9,10,3,4,2016-03-07 10:18:30 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.4,9,10,4,2,2016-03-07 10:19:01 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.4,9,10,4,1,2016-03-07 10:19:04 UTC,true
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.5,9,10,5,3,2016-03-07 10:19:19 UTC,false
d0f3260c-3d1c-457a-8079-ac51889b7f36,9.10.5,9,10,5,2,2016-03-07 10:19:24 UTC,true
dbdd7a04-a654-43a1-a3f8-2ae82e8103a3,2.11.1,2,11,1,1,2016-03-07 10:37:08 UTC,true
dbdd7a04-a654-43a1-a3f8-2ae82e8103a3,2.11.2,2,11,2,3,2016-03-07 10:37:22 UTC,true
dbdd7a04-a654-43a1-a3f8-2ae82e8103a3,2.11.3,2,11,3,3,2016-03-07 10:37:41 UTC,true
dbdd7a04-a654-43a1-a3f8-2ae82e8103a3,2.11.4,2,11,4,4,2016-03-07 10:38:15 UTC,true
dbdd7a04-a654-43a1-a3f8-2ae82e8103a3,2.11.5,2,11,5,4,2016-03-07 10:39:36 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.1,2,11,1,1,2016-03-07 10:58:12 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.2,2,11,2,1,2016-03-07 10:58:29 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.2,2,11,2,4,2016-03-07 10:58:32 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.2,2,11,2,3,2016-03-07 10:58:34 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.3,2,11,3,2,2016-03-07 10:58:54 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.3,2,11,3,3,2016-03-07 10:58:57 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.4,2,11,4,3,2016-03-07 10:59:07 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.4,2,11,4,4,2016-03-07 10:59:10 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.5,2,11,5,3,2016-03-07 10:59:20 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,2.11.5,2,11,5,4,2016-03-07 10:59:22 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.1,4,10,1,3,2016-03-07 13:14:59 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.1,4,10,1,2,2016-03-07 13:15:16 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.1,4,10,1,1,2016-03-07 13:15:20 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.1,4,10,1,4,2016-03-07 13:15:24 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.2,4,10,2,1,2016-03-07 13:15:36 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.2,4,10,2,2,2016-03-07 13:15:40 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.3,4,10,3,3,2016-03-07 13:15:52 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.3,4,10,3,1,2016-03-07 13:15:56 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.3,4,10,3,2,2016-03-07 13:15:59 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.4,4,10,4,4,2016-03-07 13:16:10 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,4.10.5,4,10,5,1,2016-03-07 13:16:24 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.1,3,14,1,1,2016-03-07 13:17:46 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.1,3,14,1,3,2016-03-07 13:17:49 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.1,3,14,1,4,2016-03-07 13:17:51 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.1,3,14,1,2,2016-03-07 13:17:56 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.2,3,14,2,3,2016-03-07 13:18:10 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.2,3,14,2,2,2016-03-07 13:18:15 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.3,3,14,3,1,2016-03-07 13:18:25 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.3,3,14,3,4,2016-03-07 13:18:29 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.3,3,14,3,3,2016-03-07 13:18:31 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.4,3,14,4,3,2016-03-07 13:18:49 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.4,3,14,4,4,2016-03-07 13:18:52 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.4,3,14,4,1,2016-03-07 13:18:56 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,3.14.5,3,14,5,3,2016-03-07 13:19:07 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.1,2,11,1,2,2016-03-07 13:21:26 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.1,2,11,1,3,2016-03-07 13:21:30 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.1,2,11,1,4,2016-03-07 13:21:33 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.1,2,11,1,1,2016-03-07 13:21:36 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.2,2,11,2,1,2016-03-07 13:21:48 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.2,2,11,2,2,2016-03-07 13:21:52 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.2,2,11,2,3,2016-03-07 13:21:56 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.3,2,11,3,2,2016-03-07 13:22:09 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.3,2,11,3,1,2016-03-07 13:22:13 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.3,2,11,3,3,2016-03-07 13:22:17 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.4,2,11,4,3,2016-03-07 13:22:30 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.4,2,11,4,2,2016-03-07 13:22:33 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.4,2,11,4,4,2016-03-07 13:22:37 UTC,true
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.5,2,11,5,3,2016-03-07 13:22:46 UTC,false
1a6307ea-46b6-46be-8a83-41d5b8c5478d,2.11.5,2,11,5,4,2016-03-07 13:22:49 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.1,4,10,1,1,2016-03-07 13:31:08 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.1,4,10,1,2,2016-03-07 13:31:11 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.1,4,10,1,3,2016-03-07 13:31:13 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.1,4,10,1,4,2016-03-07 13:31:16 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.2,4,10,2,2,2016-03-07 13:31:25 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.3,4,10,3,3,2016-03-07 13:31:33 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.3,4,10,3,1,2016-03-07 13:31:36 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.3,4,10,3,2,2016-03-07 13:31:38 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.4,4,10,4,3,2016-03-07 13:31:54 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.4,4,10,4,4,2016-03-07 13:31:57 UTC,true
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.5,4,10,5,2,2016-03-07 13:32:11 UTC,false
6637c13d-b9c0-44ff-aae3-a4c2bebd7175,4.10.5,4,10,5,1,2016-03-07 13:32:14 UTC,true
e37cbb66-1b2d-4f16-a1ae-011bfc369351,2.11.1,2,11,1,1,2016-03-07 14:35:48 UTC,true
e37cbb66-1b2d-4f16-a1ae-011bfc369351,2.11.2,2,11,2,3,2016-03-07 14:37:30 UTC,true
